,equipmentId,year_fit,year_og,year_diff,n,s_fit,pf_fit,ambient_bias_fit,heatRunTest_deltaTopOil_fit,heatRunTest_deltaHotspot_fit,heatRunTest_x_fit,heatRunTest_y_fit,heatRunTest_h_fit,heatRunTest_copperLosses_fit,heatRunTest_noLoadLosses_fit,nominalLoad_fit,MAE_fit,RMSE_fit,Bias_fit,R2_fit,s_og,pf_og,ambient_bias_og,heatRunTest_deltaTopOil_og,heatRunTest_deltaHotspot_og,heatRunTest_x_og,heatRunTest_y_og,heatRunTest_h_og,heatRunTest_copperLosses_og,heatRunTest_noLoadLosses_og,nominalLoad_og,MAE_og,RMSE_og,Bias_og,R2_og,error,s_diff,pf_diff,ambient_bias_diff,heatRunTest_deltaTopOil_diff,heatRunTest_deltaHotspot_diff,heatRunTest_x_diff,heatRunTest_y_diff,heatRunTest_h_diff,heatRunTest_copperLosses_diff,heatRunTest_noLoadLosses_diff,nominalLoad_diff,MAE_diff,RMSE_diff,Bias_diff,R2_diff
3,5004625,2024.0,2001.0,23.0,14664.0,0.0,1.0,0.0,48.9,65.7,0.62,1.98,1.3,223.28,22.630837068780803,40.0,2.671829149373062,3.984481223260894,-0.18517025031834905,0.6145683020890158,0.0,1.0,0.0,48.9,65.7,0.62,1.98,1.3,223.28,16.02,40.0,3.081849102951487,4.448062809240475,-1.9279424062463928,0.5196633982197425,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.610837068780803,0.0,-0.4100199535784248,-0.4635815859795809,1.7427721559280438,0.0949049038692733
4,5017843,2024.0,2005.0,19.0,14664.0,0.0,1.0,0.0,45.4,60.8,0.9,1.6,1.35,157.09,32.75785721166979,25.0,1.7238082639759602,2.2145107444778382,-0.04144013134243584,0.870523026329221,0.0,1.0,0.0,45.4,60.8,0.9,1.6,1.35,157.09,11.15,25.0,5.3513484069639485,5.765622152884834,-5.330528353407116,0.12233392464844728,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.60785721166979,0.0,-3.6275401429879883,-3.551111408406996,5.28908822206468,0.7481891016807737
5,5017873,2024.0,2004.0,20.0,14664.0,0.0,1.0,0.0,45.4,60.8,0.9,1.6,1.35,157.09,36.212647936466084,25.0,2.104083177290287,2.689151629053121,-0.029857410361337797,0.7217415790106041,0.0,1.0,0.0,45.4,60.8,0.9,1.6,1.35,157.09,11.15,25.0,5.711494203676934,6.2758684303035785,-5.661650577371349,-0.5155329928818477,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.062647936466085,0.0,-3.607411026386647,-3.5867168012504576,5.631793167010011,1.2372745718924518
6,5025312,2024.0,2007.0,17.0,14664.0,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.1,106.3,24.257878407027526,25.0,2.4057329495861253,2.9204739602648546,0.012014312491643298,0.7329227039864906,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.1,106.3,12.27,25.0,4.933581171232843,5.728841133143322,-4.843098085340972,-0.027694073281786302,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.987878407027527,0.0,-2.527848221646718,-2.8083671728784676,4.855112397832615,0.7606167772682769
7,5026188,2024.0,2006.0,18.0,14664.0,0.0,1.0,0.0,49.4,71.9,0.79,1.39,1.3,271.8,57.92892925037425,50.0,2.3040380148352773,2.881235109687739,0.11141429151750212,0.6496368911939863,0.0,1.0,0.0,49.4,71.9,0.79,1.39,1.3,271.8,18.15,50.0,6.175639064701247,6.8396954455900865,-6.080098792155109,-0.9743970927366776,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.778929250374254,0.0,-3.87160104986597,-3.9584603359023474,6.1915130836726116,1.624033983930664
8,5027447,2024.0,2007.0,17.0,14664.0,0.0,1.0,0.0,46.7,63.0,0.9,1.6,1.09,236.62,122.64795815606234,50.0,4.110581627915693,6.368401940825643,-0.28182307065448514,0.3002194664948833,0.0,1.0,0.0,46.7,63.0,0.9,1.6,1.09,236.62,17.18,50.0,13.087093426811434,14.35594535778994,-12.82365222598761,-2.556022648200472,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.46795815606234,0.0,-8.976511798895741,-7.987543416964297,12.541829155333124,2.8562421146953554
9,5030256,2024.0,2007.0,17.0,14664.0,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.1,106.3,106.89030527227736,25.0,4.741532534489659,6.1333095711931,-0.34417810224777834,0.18664645779346045,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.1,106.3,12.27,25.0,12.441483987553202,13.941920699829632,-12.32449951001153,-3.202762101374492,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.62030527227736,0.0,-7.699951453063543,-7.8086111286365325,11.980321407763752,3.3894085591679524
10,50033827,2024.0,2008.0,16.0,14664.0,0.0,1.0,0.0,54.1,67.4,0.73,1.48,1.13,186.51,69.41521645747981,40.0,3.3483531866654475,4.09292661070743,-0.07627675606598934,0.4299573898458401,0.0,1.0,0.0,54.1,67.4,0.73,1.48,1.13,186.51,16.37,40.0,9.57691986195348,10.420192300099295,-9.557369511619347,-2.694799468954338,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.04521645747981,0.0,-6.228566675288032,-6.327265689391865,9.481092755553359,3.124756858800178
11,50249457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Initial guess is outside of provided bounds,,,,,,,,,,,,,,,
12,50250035,2024.0,2013.0,11.0,14664.0,0.0,1.0,0.0,51.0,70.0,0.75,1.41,1.19,156.87,47.83769903011291,25.0,3.139453855234495,4.570095214490874,-0.41610171585117983,0.5541880200307652,0.0,1.0,0.0,51.0,70.0,0.75,1.41,1.19,156.87,10.11,25.0,10.556226273177474,11.458220557409955,-10.525468190860009,-1.8024352907098726,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.72769903011291,0.0,-7.41677241794298,-6.888125342919081,10.109366475008828,2.3566233107406376
13,50277055,2024.0,2013.0,11.0,14664.0,0.0,1.0,0.0,46.8,62.8,0.72,1.32,1.16,149.18,112.41413734421631,40.0,4.691938687832869,6.033954674203818,-0.6700644403165857,0.42286095113416766,0.0,1.0,0.0,46.8,62.8,0.72,1.32,1.16,149.18,15.51,40.0,10.418234128937272,11.865488449541461,-10.292295112198817,-1.23176064093864,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.90413734421631,0.0,-5.726295441104402,-5.831533775337643,9.622230671882232,1.6546215920728076
14,50282127,2024.0,2015.0,9.0,14664.0,0.0,1.0,0.0,46.8,62.8,0.72,1.32,1.16,149.18,40.551507656615634,40.0,3.857674237371422,5.340818025638952,-0.026524300723399806,0.15975222145970347,0.0,1.0,0.0,46.8,62.8,0.72,1.32,1.16,149.18,15.51,40.0,6.797240291248189,8.017658096909624,-6.050854741055837,-0.8935940317771218,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.041507656615636,0.0,-2.9395660538767667,-2.6768400712706724,6.024330440332437,1.0533462532368252
0,24917,2024.0,1997.0,27.0,14664.0,0.0,1.0,0.0,54.8,72.0,0.73,1.4,1.3,200.4,15.6,39.947447445290045,4.737658210278073,5.781722969875157,-1.538587044710972,0.07732653894941843,0.0,1.0,0.0,54.8,72.0,0.73,1.4,1.3,200.4,15.6,40.0,4.737508713336393,5.781922544447535,-1.5732982551534136,0.07726283982702198,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05255255470995479,0.000149496941680205,-0.00019957457237751441,0.03471121044244163,6.369912239645448e-05
1,33291,2024.0,1998.0,26.0,14664.0,0.0,1.0,0.0,47.9,65.4,0.74,1.43,1.3,244.3,19.97,37.394815909916595,4.5370850120484105,5.407881342575908,-2.5607660354656496,-0.07705341795831622,0.0,1.0,0.0,47.9,65.4,0.74,1.43,1.3,244.3,19.97,50.0,6.079759353714199,6.772061434641364,-6.000365133537553,-0.6889808051820201,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.605184090083405,-1.5426743416657889,-1.3641800920654559,3.4395990980719033,0.6119273872237039
2,5004597,2024.0,2001.0,23.0,14664.0,0.0,1.0,0.0,48.9,65.7,0.62,1.98,1.3,216.05,16.15,37.13467444735936,2.8357582533175494,4.19425305435308,-1.4082062405603313,0.5306333964764135,0.0,1.0,0.0,48.9,65.7,0.62,1.98,1.3,216.05,16.15,40.0,2.870896387484958,4.253589330448526,-1.8763935344814813,0.5172591594532627,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.865325552640641,-0.03513813416740863,-0.05933627609544612,0.46818729392115,0.01337423702315077
3,5004625,2024.0,2001.0,23.0,14664.0,0.0,1.0,0.0,48.9,65.7,0.62,1.98,1.3,223.28,16.02,36.15467069963532,3.0261145959694353,4.345296137011817,-1.3204816950775202,0.5416021014830639,0.0,1.0,0.0,48.9,65.7,0.62,1.98,1.3,223.28,16.02,40.0,3.081849102951487,4.448062809240475,-1.9279424062463928,0.5196633982197425,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.845329300364682,-0.055734506982051624,-0.10276667222865754,0.6074607111688726,0.02193870326332137
4,5017843,2024.0,2005.0,19.0,14664.0,0.0,1.0,0.0,45.4,60.8,0.9,1.6,1.35,157.09,11.15,14.313476831969032,4.400495702779481,5.304416410954546,-3.496494878821703,0.25713110122916605,0.0,1.0,0.0,45.4,60.8,0.9,1.6,1.35,157.09,11.15,25.0,5.3513484069639485,5.765622152884834,-5.330528353407116,0.12233392464844728,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.686523168030968,-0.9508527041844674,-0.4612057419302884,1.834033474585413,0.13479717658071877
5,5017873,2024.0,2004.0,20.0,14664.0,0.0,1.0,0.0,45.4,60.8,0.9,1.6,1.35,157.09,11.15,16.974906964606248,3.2514776760049746,4.000215424658119,-1.4087963059934434,0.3842782500824167,0.0,1.0,0.0,45.4,60.8,0.9,1.6,1.35,157.09,11.15,25.0,5.711494203676934,6.2758684303035785,-5.661650577371349,-0.5155329928818477,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.025093035393752,-2.4600165276719594,-2.2756530056454594,4.252854271377905,0.8998112429642644
6,5025312,2024.0,2007.0,17.0,14664.0,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.1,106.3,12.27,17.981523807507184,3.4688043208812673,4.32142356527613,-1.4537617067174418,0.4152315060375835,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.1,106.3,12.27,25.0,4.933581171232843,5.728841133143322,-4.843098085340972,-0.027694073281786302,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.018476192492816,-1.464776850351576,-1.407417567867192,3.38933637862353,0.4429255793193698
7,5026188,2024.0,2006.0,18.0,14664.0,0.0,1.0,0.0,49.4,71.9,0.79,1.39,1.3,271.8,18.15,38.354052576063545,4.642112697393649,5.490621738534013,-2.5854352052781104,-0.2723424733480184,0.0,1.0,0.0,49.4,71.9,0.79,1.39,1.3,271.8,18.15,50.0,6.175639064701247,6.8396954455900865,-6.080098792155109,-0.9743970927366776,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.645947423936455,-1.5335263673075987,-1.3490737070560739,3.4946635868769986,0.7020546193886592
8,5027447,2024.0,2007.0,17.0,14664.0,0.0,1.0,0.0,46.7,63.0,0.9,1.6,1.09,236.62,17.18,29.288637847584116,8.554302002207018,10.928815536950713,-5.459359537707831,-1.0608534827774396,0.0,1.0,0.0,46.7,63.0,0.9,1.6,1.09,236.62,17.18,50.0,13.087093426811434,14.35594535778994,-12.82365222598761,-2.556022648200472,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.711362152415884,-4.532791424604415,-3.4271298208392267,7.364292688279779,1.4951691654230324
9,5030256,2024.0,2007.0,17.0,14664.0,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.1,106.3,12.27,20.106983852066584,7.281923372192819,9.170808379906605,-2.9468857471923533,-0.8184645086002391,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.1,106.3,12.27,25.0,12.441483987553202,13.941920699829632,-12.32449951001153,-3.202762101374492,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.893016147933416,-5.159560615360383,-4.771112319923027,9.377613762819177,2.384297592774253
10,50033827,2024.0,2008.0,16.0,14664.0,0.0,1.0,0.0,54.1,67.4,0.73,1.48,1.13,186.51,16.37,29.83707561947837,5.881056723745813,6.954327013121564,-2.731940617643982,-0.6456960332049206,0.0,1.0,0.0,54.1,67.4,0.73,1.48,1.13,186.51,16.37,40.0,9.57691986195348,10.420192300099295,-9.557369511619347,-2.694799468954338,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.16292438052163,-3.6958631382076668,-3.4658652869777304,6.825428893975365,2.0491034357494176
11,50249457,2024.0,2011.0,13.0,14664.0,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.1,106.3,9.5,20.446748867023437,5.604574747778227,6.727308015922212,-2.1705717505438256,0.24418989825125992,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.1,106.3,9.5,25.0,7.61933732320644,8.899492525945051,-6.987040629592726,-0.3226975590104886,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.553251132976563,-2.014762575428213,-2.1721845100228396,4.8164688790489,0.5668874572617485
12,50250035,2024.0,2013.0,11.0,14664.0,0.0,1.0,0.0,51.0,70.0,0.75,1.41,1.19,156.87,10.11,15.230220419011632,7.451544582306996,9.029445823496316,-5.654271674488322,-0.7402972391444416,0.0,1.0,0.0,51.0,70.0,0.75,1.41,1.19,156.87,10.11,25.0,10.556226273177474,11.458220557409955,-10.525468190860009,-1.8024352907098726,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.769779580988368,-3.1046816908704784,-2.42877473391364,4.871196516371687,1.062138051565431
13,50277055,2024.0,2013.0,11.0,14664.0,0.0,1.0,0.0,46.8,62.8,0.72,1.32,1.16,149.18,15.51,32.780130275707094,6.237444025500955,7.6436715579067025,-1.9200651169350191,0.07385196977613606,0.0,1.0,0.0,46.8,62.8,0.72,1.32,1.16,149.18,15.51,40.0,10.418234128937272,11.865488449541461,-10.292295112198817,-1.23176064093864,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.219869724292906,-4.180790103436316,-4.2218168916347585,8.372229995263798,1.305612610714776
14,50282127,2024.0,2015.0,9.0,14664.0,0.0,1.0,0.0,46.8,62.8,0.72,1.32,1.16,149.18,15.51,30.01588068479304,5.3354204942552395,6.574136601229299,-2.739287334702725,-0.2731197608041367,0.0,1.0,0.0,46.8,62.8,0.72,1.32,1.16,149.18,15.51,40.0,6.797240291248189,8.017658096909624,-6.050854741055837,-0.8935940317771218,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.98411931520696,-1.4618197969929492,-1.4435214956803248,3.311567406353112,0.6204742709729851
